SEVERITYCODE,X,Y,WEATHER,LIGHTCOND,ROADCOND,INC_YEAR,INC_MONTH,INC_WEEK,INC_DAYOFWEEK,INC_HOUR,ADDRTYPE,cluster_id
2,-122.3050128,47.69210874,Clear,Unknown,Dry,2020,2,9,3,7,Block,47
1,-122.3553865,47.69874422,Clear,Daylight,Dry,2019,1,1,2,11,Block,257
1,-122.3247493,47.6055547,Overcast,Daylight,Dry,2020,4,16,2,8,Intersection,466
2,-122.3359108,47.60004611,Clear,Daylight,Dry,2019,6,23,5,16,Intersection,212
1,-122.2906989,47.56977061,Clear,Daylight,Dry,2018,11,45,1,11,Intersection,148
1,-122.334847,47.52900454,Raining,Dusk,Standing Water,2018,11,47,3,16,Block,121
1,-122.2615904,47.51978102,Overcast,Daylight,Dry,2019,6,26,3,19,Block,284
1,-122.2780575,47.52611941,Clear,Daylight,Dry,2019,8,32,4,19,Intersection,426
1,-122.33419170000002,47.59738019,Clear,Daylight,Dry,2019,7,29,2,19,Block,212
2,-122.2503112,47.51053398,Clear,Daylight,Dry,2019,8,34,4,11,Block,425
2,-122.2985082,47.66852285,Clear,Daylight,Dry,2019,9,36,3,14,Intersection,338
1,-122.3344369,47.57151424,Clear,Daylight,Dry,2018,11,46,1,8,Block,23
2,-122.288803,47.56420322,Clear,Daylight,Dry,2019,7,28,5,14,Block,29
2,-122.3940437,47.66268486,Clear,Daylight,Dry,2018,12,49,0,15,Block,289
2,-122.3473189,47.66429645,Clear,Daylight,Wet,2018,12,51,2,11,Intersection,420
1,-122.333562,47.60680129,Raining,Dark - Street Lights On,Wet,2020,3,10,4,3,Intersection,52
1,-122.3066886,47.68304696,Overcast,Daylight,Dry,2018,12,49,5,11,Intersection,198
2,-122.3304938,47.60512615,Raining,Dark - Street Lights On,Wet,2020,1,4,4,17,Intersection,486
2,-122.270433,47.53764263,Clear,Daylight,Dry,2019,6,26,1,20,Intersection,377
2,-122.3270088,47.60087213,Clear,Daylight,Dry,2019,8,31,3,12,Block,142
1,-122.39307,47.63304385,Clear,Daylight,Dry,2020,3,12,1,17,Intersection,73
2,-122.329974,47.70863743,Clear,Daylight,Dry,2019,8,31,5,11,Block,87
2,-122.3036048,47.58549756,Raining,Daylight,Wet,2019,1,2,3,7,Intersection,280
1,-122.3450971,47.73412843,Raining,Daylight,Wet,2019,7,28,0,6,Intersection,389
2,-122.3719237,47.6549493,Clear,Daylight,Dry,2019,1,5,0,9,Block,16
2,-122.3775475,47.67090047,Overcast,Dark - Street Lights On,Dry,2019,7,28,2,22,Block,489
1,-122.3343147,47.54761637,Overcast,Daylight,Dry,2018,11,48,3,10,Block,63
2,-122.3825447,47.64565338,Clear,Dark - Street Lights On,Dry,2019,8,33,2,2,Block,104
2,-122.3193688,47.61217738,Clear,Daylight,Dry,2019,8,31,4,20,Intersection,95
1,-122.3364302,47.6082597,Clear,Daylight,Dry,2018,12,52,3,9,Block,52
2,-122.3141619,47.60168876,Clear,Dawn,Dry,2018,12,50,4,7,Intersection,226
1,-122.3268754,47.5533844,Overcast,Daylight,Dry,2019,1,3,5,9,Intersection,185
2,-122.2936164,47.57240808,Clear,Daylight,Dry,2019,9,36,5,13,Block,294
1,-122.3762163,47.66752673,Clear,Daylight,Dry,2019,6,23,2,10,Block,489
1,-122.334196,47.58927175,Clear,Daylight,Dry,2019,7,29,2,14,Block,123
1,-122.2980598,47.63717924,Overcast,Dark - Street Lights On,Wet,2020,3,9,6,2,Block,168
1,-122.3983215,47.68865697,Clear,Daylight,Dry,2019,5,21,6,16,Block,66
1,-122.3020637,47.61294138,Raining,Daylight,Wet,2018,12,52,4,13,Block,309
1,-122.3450961,47.54736919,Clear,Daylight,Dry,2019,9,36,2,8,Block,282
1,-122.34762109999998,47.61857116,Clear,Dark - Street Lights On,Dry,2018,11,48,3,16,Intersection,155
2,-122.337348,47.52047166,Clear,Dark - Street Lights On,Dry,2018,12,50,4,17,Block,457
1,-122.3342759,47.7341365,Overcast,Dark - Street Lights On,Wet,2018,12,48,5,21,Intersection,151
1,-122.3125078,47.66489678,Clear,Daylight,Dry,2019,7,29,3,9,Block,160
2,-122.3149681,47.52304218,Raining,Daylight,Wet,2019,1,4,3,7,Intersection,327
1,-122.37749850000002,47.64846703,Raining,Daylight,Wet,2020,1,4,5,9,Intersection,291
1,-122.3287961,47.60830014,Clear,Daylight,Ice,2019,7,29,4,11,Block,486
1,-122.3413331,47.61383119,Clear,Daylight,Dry,2019,6,26,1,10,Intersection,8
1,-122.3554531,47.61860207,Clear,Daylight,Dry,2019,6,26,2,18,Intersection,32
1,-122.3599571,47.66973066,Raining,Daylight,Wet,2018,12,50,6,12,Block,170
1,-122.352601,47.6806838,Unknown,Unknown,Unknown,2018,12,49,3,0,Block,372
2,-122.2906615,47.71262465,Overcast,Daylight,Dry,2019,7,28,1,15,Block,74
1,-122.330689,47.60701684,Clear,Daylight,Dry,2019,6,26,3,15,Intersection,486
2,-122.30971809999998,47.59350578,Clear,Daylight,Dry,2019,7,27,5,11,Intersection,445
1,-122.3935808,47.57985933,Overcast,Dark - Street Lights On,Wet,2019,1,1,3,20,Block,248
2,-122.3260619,47.73407303,Overcast,Dark - Street Lights On,Wet,2020,4,16,5,5,Intersection,449
1,-122.3703159,47.63867667,Clear,Daylight,Dry,2019,7,31,1,8,Block,318
1,-122.3695956,47.54728403,Clear,Dark - Street Lights On,Dry,2018,12,51,4,20,Block,482
2,-122.38009270000002,47.56225703,Clear,Daylight,Dry,2019,7,28,1,13,Intersection,94
1,-122.3450312,47.62206474,Clear,Daylight,Dry,2019,6,26,4,12,Intersection,155
1,-122.32760259999998,47.63595465,Clear,Daylight,Dry,2019,7,29,5,20,Block,36
1,-122.2943965,47.57343082,Clear,Daylight,Dry,2019,8,34,1,13,Block,294
1,-122.3453452,47.65272244,Raining,Daylight,Wet,2019,8,35,3,19,Block,243
1,-122.3423024,47.53952452,Unknown,Unknown,Unknown,2018,12,50,1,11,Intersection,282
1,-122.3371304,47.62468513,Raining,Dark - Street Lights On,Wet,2018,12,49,6,19,Intersection,111
1,-122.3050414,47.60217052,Unknown,Unknown,Unknown,2018,12,51,1,14,Block,54
2,-122.3851725,47.58118609,Clear,Daylight,Dry,2019,9,36,2,12,Intersection,411
1,-122.3764666,47.54377358,Clear,Daylight,Dry,2019,7,30,3,8,Block,231
1,-122.2880957,47.55123027,Overcast,Dusk,Unknown,2020,3,10,4,19,Intersection,3
1,-122.3160817,47.5482891,Raining,Dark - Street Lights On,Wet,2019,8,31,4,4,Block,15
1,-122.3290582,47.57665128,Raining,Dark - Street Lights On,Wet,2018,12,51,6,0,Block,487
1,-122.3458631,47.61299081,Clear,Daylight,Dry,2019,6,25,5,20,Block,307
1,-122.302769,47.73383869,Raining,Daylight,Wet,2019,7,27,1,18,Block,196
1,-122.3378176,47.61853058,Clear,Daylight,Dry,2018,12,49,3,14,Block,451
2,-122.3179209,47.66494073,Clear,Dark - Street Lights On,Dry,2019,8,34,2,20,Block,245
1,-122.2871981,47.57067832,Raining,Daylight,Wet,2019,9,36,6,16,Block,148
1,-122.2958178,47.54441612,Clear,Dark - Street Lights On,Dry,2018,11,47,5,19,Intersection,409
2,-122.335574,47.6106779,Clear,Dark - Street Lights On,Dry,2019,8,34,4,23,Intersection,52
1,-122.340584,47.62453272,Raining,Dawn,Wet,2018,12,50,3,7,Block,43
1,-122.3787131,47.50821368,Clear,Daylight,Dry,2019,6,24,4,11,Block,26
1,-122.3650971,47.66904117,Unknown,Unknown,Unknown,2018,12,51,5,0,Block,58
1,-122.3429183,47.66429122,Unknown,Unknown,Unknown,2018,11,44,5,12,Block,1
1,-122.3346656,47.60968542,Raining,Dark - Street Lights On,Wet,2019,7,29,2,23,Intersection,52
1,-122.3819752,47.53390625,Clear,Dark - Street Lights Off,Dry,2019,8,34,5,2,Block,334
1,-122.2699882,47.52994139,Clear,Daylight,Dry,2019,6,24,1,19,Block,224
1,-122.30805929999998,47.57142089,Overcast,Daylight,Dry,2019,1,2,0,7,Block,429
1,-122.3466465,47.72230561,Clear,Dark - No Street Lights,Dry,2018,12,49,4,16,Block,493
1,-122.3454206,47.61155633,Clear,Daylight,Dry,2019,5,21,0,12,Block,307
1,-122.28499709999998,47.56617723,Clear,Daylight,Dry,2018,12,49,0,14,Intersection,29
2,-122.3321327,47.53414777,Clear,Dusk,Dry,2018,11,45,3,16,Intersection,96
1,-122.339088,47.62454826,Clear,Dark - Street Lights On,Dry,2019,8,35,2,21,Block,111
2,-122.3154576,47.60805331,Overcast,Daylight,Dry,2019,8,32,2,11,Intersection,452
1,-122.290798,47.72094486,Unknown,Unknown,Unknown,2019,8,35,5,0,Block,403
1,-122.3342579,47.61909105,Clear,Dark - Street Lights On,Dry,2019,1,1,4,20,Block,438
1,-122.3201851,47.67960477,Clear,Daylight,Dry,2018,10,42,1,17,Block,169
1,-122.3255967,47.66571535,Clear,Daylight,Dry,2019,7,30,3,8,Intersection,37
2,-122.337592,47.61120737,Clear,Dark - Street Lights On,Dry,2019,8,33,1,5,Intersection,128
1,-122.3382383,47.55576875,Clear,Daylight,Dry,2019,8,35,4,9,Intersection,48
1,-122.3342759,47.7341365,Overcast,Daylight,Dry,2019,5,22,1,7,Intersection,151
1,-122.3018346,47.66014929,Clear,Daylight,Dry,2020,3,11,6,17,Intersection,421
2,-122.32833290000002,47.68685007,Raining,Dark - Street Lights On,Wet,2018,12,50,4,17,Intersection,488
1,-122.3433522,47.65053912,Raining,Dark - Street Lights On,Wet,2019,1,2,3,6,Block,243
1,-122.3208545,47.61873954,Clear,Daylight,Dry,2020,4,17,4,8,Intersection,369
1,-122.2964318,47.67577817,Clear,Daylight,Dry,2019,8,31,4,9,Intersection,474
1,-122.317262,47.5954074,Overcast,Daylight,Wet,2020,3,10,0,14,Block,174
2,-122.3044517,47.69893948,Clear,Daylight,Wet,2018,12,52,4,14,Block,110
1,-122.3207279,47.661319,Clear,Daylight,Wet,2020,1,4,5,12,Intersection,351
1,-122.2923114,47.73011394,Clear,Daylight,Dry,2020,3,12,6,11,Intersection,405
1,-122.3543516,47.6756575,Unknown,Dark - Street Lights On,Unknown,2019,8,32,6,6,Block,372
2,-122.38550890000002,47.55931923,Overcast,Dark - Street Lights On,Wet,2018,12,50,0,19,Intersection,303
1,-122.3695021,47.57174037,Clear,Unknown,Dry,2018,12,49,2,0,Block,138
1,-122.3141653,47.60619196,Raining,Dark - Street Lights On,Wet,2018,12,51,6,0,Intersection,452
1,-122.3878277,47.58209013,Clear,Unknown,Dry,2019,7,29,4,21,Block,411
1,-122.3214749,47.6431917,Overcast,Daylight,Wet,2018,11,48,3,9,Block,150
2,-122.3867945,47.59514845,Clear,Daylight,Dry,2019,8,34,2,13,Block,298
1,-122.3294543,47.57157764,Clear,Dark - Street Lights On,Dry,2019,7,29,5,22,Block,216
1,-122.2899816,47.71195013,Clear,Daylight,Dry,2019,6,26,3,13,Block,74
1,-122.3208502,47.65670487,Overcast,Daylight,Wet,2019,9,37,1,8,Block,240
1,-122.3555682,47.73275859,Clear,Daylight,Dry,2018,11,45,0,8,Block,33
1,-122.3766045,47.5355679,Clear,Daylight,Dry,2018,12,49,2,8,Intersection,459
2,-122.3497555,47.64651291,Clear,Daylight,Dry,2019,8,35,4,11,Block,80
1,-122.31085790000002,47.67578248,Clear,Daylight,Dry,2019,6,25,1,15,Intersection,329
1,-122.3062596,47.54557493,Raining,Daylight,Wet,2019,2,5,4,14,Block,320
2,-122.3253795,47.56717854,Clear,Daylight,Dry,2019,7,30,4,15,Block,216
1,-122.3660153,47.68049539,Clear,Daylight,Dry,2020,3,10,3,16,Block,135
1,-122.3424259,47.65565501,Raining,Daylight,Wet,2018,12,51,3,9,Block,124
2,-122.2721868,47.54158539,Clear,Dark - Street Lights On,Dry,2019,1,2,6,0,Block,377
1,-122.3310298,47.68776395,Clear,Daylight,Dry,2019,6,23,2,13,Block,105
2,-122.3021952,47.70160875,Clear,Dark - Street Lights On,Dry,2018,12,51,5,4,Block,110
1,-122.3341251,47.54266773,Overcast,Daylight,Wet,2018,11,44,6,9,Block,63
2,-122.3494235,47.55569473,Overcast,Daylight,Dry,2019,6,26,2,13,Block,310
1,-122.2816817,47.61881412,Clear,Daylight,Dry,2019,8,33,3,14,Block,398
1,-122.3259624,47.68050528,Overcast,Daylight,Wet,2019,4,15,2,11,Block,287
2,-122.3342063,47.5683852,Raining,Daylight,Wet,2018,10,41,0,15,Intersection,23
2,-122.3350355,47.69777159,Clear,Daylight,Dry,2019,7,31,0,16,Intersection,256
1,-122.3347624,47.52541537,Raining,Daylight,Wet,2018,10,40,4,10,Block,121
1,-122.3631232,47.56199176,Raining,Dark - Street Lights On,Wet,2019,1,1,3,17,Block,122
2,-122.3735924,47.66504632,Clear,Daylight,Wet,2019,8,32,5,12,Intersection,295
1,-122.3521257,47.62629832,Clear,Unknown,Dry,2018,12,49,5,0,Block,270
2,-122.3736108,47.65551366,Clear,Daylight,Dry,2019,8,32,4,7,Intersection,292
1,-122.3691643,47.57142255,Clear,Daylight,Dry,2019,9,37,2,10,Block,138
1,-122.3195673,47.66131146,Raining,Daylight,Wet,2020,3,10,5,11,Intersection,351
1,-122.3761362,47.69061201,Raining,Daylight,Wet,2019,5,21,5,14,Block,316
2,-122.3227022,47.56939126,Overcast,Dark - Street Lights On,Dry,2019,1,3,6,5,Block,314
2,-122.317766,47.65891125,Clear,Daylight,Dry,2019,6,26,2,9,Block,351
1,-122.3597999,47.54834584,Clear,Daylight,Dry,2018,11,45,2,11,Block,458
2,-122.29019270000002,47.66851166,Clear,Daylight,Dry,2018,11,45,2,15,Intersection,469
2,-122.3436285,47.72321114,Clear,Daylight,Dry,2019,6,26,3,19,Block,439
2,-122.3016639,47.58295413,Raining,Dark - Street Lights On,Wet,2020,1,4,4,22,Block,280
1,-122.3198229,47.68019321,Raining,Dark - Street Lights On,Wet,2018,10,43,6,0,Intersection,169
2,-122.34234740000002,47.62460833,Clear,Dark - Street Lights On,Dry,2019,8,33,2,5,Block,43
2,-122.3295821,47.60747976,Clear,Daylight,Dry,2019,8,32,6,11,Intersection,486
2,-122.3269703,47.60462518,Raining,Dark - Street Lights On,Wet,2019,9,36,5,20,Intersection,466
2,-122.3098058,47.70544105,Clear,Daylight,Dry,2019,9,38,0,12,Intersection,50
2,-122.3422852,47.63498836,Clear,Daylight,Dry,2019,7,27,0,8,Block,161
1,-122.3010957,47.60166512,Clear,Daylight,Dry,2020,3,13,4,17,Intersection,460
1,-122.3350939,47.70816913,Clear,Daylight,Dry,2019,8,33,3,15,Block,87
1,-122.3259684,47.59239324,Clear,Daylight,Dry,2019,1,4,2,15,Intersection,476
2,-122.3342037,47.57438558,Unknown,Daylight,Unknown,2019,7,30,1,16,Intersection,487
1,-122.3156821,47.59919952,Overcast,Other,Dry,2018,11,44,6,14,Block,226
2,-122.3714058,47.69425287,Overcast,Daylight,Wet,2018,12,51,2,14,Intersection,31
2,-122.3394406,47.55993555,Clear,Dawn,Dry,2019,1,5,0,6,Block,359
1,-122.3121726,47.68751645,Overcast,Daylight,Dry,2018,12,50,4,14,Intersection,207
1,-122.356706,47.62501857,Clear,Dusk,Dry,2019,8,33,2,19,Block,270
1,-122.2978844,47.66852212,Clear,Daylight,Dry,2019,5,22,4,10,Block,338
2,-122.3331722,47.60301939,Clear,Daylight,Dry,2018,11,45,1,7,Intersection,388
2,-122.3181001,47.61227776,Clear,Daylight,Dry,2019,7,29,1,17,Intersection,293
2,-122.283668,47.52787048,Clear,Daylight,Dry,2019,8,35,4,14,Intersection,259
2,-122.3208729,47.61990775,Overcast,Dark - Street Lights On,Wet,2019,1,2,3,17,Intersection,369
1,-122.3011272,47.60014467,Clear,Daylight,Dry,2018,12,49,3,8,Block,258
1,-122.2952331,47.71927875,Clear,Daylight,Dry,2019,6,26,3,19,Intersection,11
2,-122.2780763,47.55192561,Clear,Dark - Street Lights On,Dry,2018,12,48,5,21,Intersection,393
2,-122.38711709999998,47.54939759,Clear,Daylight,Dry,2019,1,2,4,13,Block,234
1,-122.2670181,47.52730233,Clear,Daylight,Dry,2019,8,34,6,17,Block,108
1,-122.3366834,47.61021404,Clear,Dark - Street Lights On,Dry,2018,12,49,5,18,Intersection,52
2,-122.3342019,47.57772754,Clear,Dark - Street Lights On,Dry,2018,10,42,5,2,Intersection,487
1,-122.3167639,47.62253997,Clear,Dark - Street Lights On,Dry,2019,8,33,1,3,Block,14
2,-122.2667643,47.51984487,Clear,Daylight,Dry,2019,8,33,6,18,Block,450
1,-122.3172254,47.59876333,Clear,Daylight,Dry,2019,9,36,3,12,Block,226
1,-122.3319657,47.60253667,Clear,Daylight,Dry,2019,1,3,0,9,Block,142
1,-122.269982,47.52473904,Clear,Daylight,Dry,2018,9,38,1,14,Block,330
1,-122.3289626,47.60087544,Clear,Daylight,Dry,2018,12,49,1,15,Intersection,142
1,-122.3342155,47.55342593,Clear,Daylight,Dry,2018,11,45,2,12,Intersection,48
2,-122.3495923,47.64078392,Clear,Daylight,Wet,2020,1,4,6,15,Intersection,20
1,-122.4122302,47.65086591,Clear,Daylight,Dry,2019,8,31,4,8,Block,380
2,-122.3252936,47.61965058,Raining,Dark - Street Lights On,Wet,2018,12,50,3,22,Intersection,217
1,-122.3518492,47.52742613,Clear,Daylight,Dry,2019,8,31,5,14,Block,363
1,-122.3389643,47.61477578,Clear,Dark - Street Lights On,Dry,2019,9,38,4,22,Block,128
2,-122.3268042,47.61521815,Clear,Daylight,Dry,2020,3,13,6,10,Intersection,217
1,-122.3539429,47.65212542,Overcast,Daylight,Dry,2018,12,51,4,11,Block,394
1,-122.3818754,47.54480314,Clear,Daylight,Dry,2019,7,27,6,7,Intersection,71
2,-122.3297833,47.65144927,Clear,Daylight,Dry,2019,1,4,3,11,Block,419
2,-122.3199682,47.67949498,Overcast,Dark - Street Lights On,Dry,2018,12,52,3,17,Intersection,169
1,-122.2963285,47.71845145,Clear,Daylight,Dry,2019,5,21,3,7,Block,11
1,-122.3001187,47.61225499,Raining,Dark - Street Lights On,Wet,2020,1,4,6,0,Block,309
1,-122.2990972,47.72020432,Raining,Daylight,Wet,2018,11,47,4,10,Block,11
1,-122.3473847,47.61447544,Clear,Dark - Street Lights On,Dry,2019,8,33,5,1,Block,307
1,-122.2909068,47.72646364,Clear,Daylight,Dry,2019,8,32,3,8,Intersection,67
2,-122.2913007,47.60164539,Raining,Daylight,Wet,2018,12,49,6,15,Intersection,453
1,-122.3258934,47.63898704,Overcast,Daylight,Dry,2019,9,36,6,12,Block,36
1,-122.3394406,47.55993555,Clear,Daylight,Dry,2019,8,34,3,10,Block,359
1,-122.3239762,47.56406844,Raining,Dawn,Wet,2018,12,52,2,7,Block,141
2,-122.3250685,47.59583534,Raining,Dark - Street Lights On,Wet,2018,12,50,1,17,Intersection,46
1,-122.33560049999998,47.61852277,Clear,Daylight,Dry,2019,7,30,0,8,Block,438
2,-122.31687279999998,47.61643219,Raining,Dark - Street Lights On,Wet,2020,1,4,4,21,Intersection,293
1,-122.329051,47.65555825,Clear,Daylight,Dry,2019,6,23,3,15,Intersection,473
1,-122.3854896,47.59128055,Raining,Dark - Street Lights On,Wet,2019,1,1,5,22,Block,298
2,-122.3021253,47.60800752,Clear,Daylight,Dry,2019,5,21,2,8,Block,156
1,-122.3314166,47.61617112,Clear,Dark - Street Lights On,Dry,2020,2,9,4,20,Intersection,492
1,-122.3228685,47.56379196,Overcast,Daylight,Wet,2018,12,52,2,16,Block,141
2,-122.3324286,47.60171972,Clear,Dark - Street Lights On,Wet,2020,1,4,5,23,Block,212
1,-122.3082797,47.54717122,Overcast,Daylight,Wet,2018,12,51,3,10,Block,320
2,-122.3119374,47.66489281,Overcast,Daylight,Wet,2018,11,47,2,12,Intersection,160
1,-122.360351,47.6203714,Clear,Daylight,Dry,2019,8,33,5,15,Block,175
2,-122.3373377,47.60925182,Clear,Daylight,Dry,2019,7,29,2,20,Block,52
1,-122.2589199,47.52002049,Clear,Dark - Street Lights On,Dry,2019,8,34,4,23,Block,284
2,-122.3472071,47.69057079,Clear,Daylight,Dry,2019,8,35,2,18,Intersection,441
2,-122.31077140000002,47.6395618,Raining,Daylight,Wet,2018,10,43,3,9,Intersection,97
1,-122.358959,47.571718,Raining,Daylight,Wet,2018,12,49,6,14,Block,391
2,-122.3172267,47.59749957,Clear,Daylight,Dry,2019,7,30,2,18,Intersection,174
1,-122.3279159,47.60817661,Clear,Dark - Street Lights On,Dry,2019,9,35,6,21,Block,466
1,-122.3093918,47.59308025,Clear,Daylight,Dry,2018,12,52,3,15,Block,445
2,-122.2906706,47.68888963,Clear,Daylight,Dry,2019,7,30,4,15,Block,28
1,-122.2559054,47.50820034,Clear,Daylight,Dry,2020,2,9,4,14,Intersection,321
1,-122.2627774,47.52011701,Overcast,Dark - No Street Lights,Wet,2018,12,50,5,7,Intersection,284
1,-122.3807706,47.56287275,Clear,Dark - Street Lights Off,Dry,2019,1,3,2,17,Block,94
1,-122.3340104,47.61064592,Clear,Daylight,Dry,2019,8,35,3,11,Block,52
1,-122.30277,47.60800896,Raining,Daylight,Wet,2018,11,48,2,11,Intersection,156
2,-122.3067064,47.56023467,Clear,Daylight,Dry,2019,6,25,5,10,Block,333
2,-122.3141939,47.61340616,Clear,Daylight,Dry,2019,8,34,1,9,Block,293
2,-122.3221007,47.64384005,Raining,Daylight,Wet,2019,6,26,3,9,Block,150
2,-122.3906167,47.58120356,Clear,Daylight,Dry,2019,9,36,2,11,Intersection,248
1,-122.3872247,47.54397488,Raining,Daylight,Wet,2018,12,50,2,15,Block,234
2,-122.3295649,47.55187534,Clear,Daylight,Dry,2019,7,30,4,13,Intersection,375
1,-122.3346656,47.60968542,Clear,Daylight,Dry,2020,4,18,1,11,Intersection,52
2,-122.3287117,47.61492109,Raining,Dark - Street Lights On,Wet,2019,7,29,3,22,Intersection,300
1,-122.3660888,47.67435432,Overcast,Dark - Street Lights On,Dry,2018,12,49,3,19,Block,281
1,-122.3149177,47.52737,Raining,Daylight,Wet,2020,1,4,4,16,Intersection,327
2,-122.2673636,47.51984853,Clear,Daylight,Dry,2019,6,26,1,15,Intersection,450
1,-122.3445908,47.6963601,Clear,Daylight,Dry,2019,5,22,3,15,Intersection,205
1,-122.3605081,47.5210288,Clear,Daylight,Dry,2019,7,28,5,17,Intersection,78
2,-122.3554531,47.61860207,Clear,Daylight,Dry,2020,3,12,0,16,Intersection,32
1,-122.31413729999998,47.59921009,Clear,Dark - Street Lights On,Dry,2019,1,2,3,17,Intersection,174
1,-122.3477795,47.73231418,Clear,Daylight,Dry,2019,7,29,4,17,Intersection,322
1,-122.3042394,47.58633028,Clear,Daylight,Dry,2019,6,26,3,15,Intersection,428
1,-122.346755,47.52829924,Raining,Daylight,Wet,2018,11,48,1,11,Intersection,225
1,-122.3821336,47.6701801,Raining,Dark - Street Lights On,Wet,2018,12,51,3,17,Intersection,344
1,-122.32288359999998,47.59103013,Snowing,Daylight,Snow/Slush,2019,2,6,0,11,Block,476
1,-122.2612348,47.51679973,Clear,Dark - Street Lights On,Dry,2019,7,31,2,4,Block,284
1,-122.3885712,47.55032105,Clear,Daylight,Dry,2019,5,22,3,18,Intersection,297
1,-122.3868981,47.55697692,Clear,Daylight,Dry,2019,1,1,6,12,Block,303
1,-122.3130275,47.54651679999999,Raining,Dusk,Wet,2018,11,48,0,15,Intersection,38
1,-122.3175656,47.68747416,Clear,Daylight,Dry,2019,7,28,5,13,Intersection,383
1,-122.3402809,47.60882270000001,Clear,Other,Dry,2019,8,32,2,15,Block,490
2,-122.3928705,47.67128447,Clear,Daylight,Dry,2019,8,34,5,13,Block,218
1,-122.3584791,47.57120762,Overcast,Daylight,Wet,2019,1,4,2,9,Intersection,391
2,-122.26115,47.52031675,Clear,Daylight,Dry,2019,7,30,5,9,Block,284
2,-122.3329091,47.60608786,Unknown,Unknown,Unknown,2018,11,48,1,16,Intersection,486
1,-122.344608,47.69780875,Clear,Daylight,Dry,2019,8,31,5,10,Intersection,146
1,-122.3422144,47.61669824,Raining,Dark - Street Lights On,Wet,2019,7,29,3,1,Intersection,253
2,-122.3167819,47.60169337,Clear,Daylight,Dry,2019,8,35,1,18,Intersection,226
1,-122.3608922,47.6474196,Unknown,Unknown,Unknown,2019,6,26,5,19,Block,239
2,-122.30805929999998,47.57142089,Clear,Dark - Street Lights On,Dry,2019,8,33,1,21,Block,429
1,-122.3103021,47.57958005,Clear,Daylight,Dry,2019,8,31,4,8,Block,246
2,-122.306357,47.59925471,Clear,Daylight,Wet,2018,12,51,0,8,Intersection,416
2,-122.3395919,47.61162914,Overcast,Dark - Street Lights On,Dry,2018,12,49,5,3,Intersection,128
2,-122.3593215,47.62459219,Clear,Dawn,Dry,2019,8,35,1,5,Intersection,175
1,-122.3986348,47.64319048,Clear,Daylight,Dry,2019,5,22,3,15,Block,286
1,-122.290611,47.68707691,Clear,Daylight,Dry,2019,7,30,3,12,Block,355
2,-122.3947678,47.57028851,Overcast,Daylight,Wet,2019,7,27,1,14,Intersection,356
1,-122.2780492,47.53797607,Clear,Dark - Street Lights On,Dry,2019,1,5,3,6,Block,221
2,-122.3331039,47.60797946,Raining,Daylight,Wet,2018,12,50,6,12,Intersection,52
2,-122.3319942,47.5715666,Clear,Daylight,Dry,2019,7,30,2,15,Block,23
2,-122.2908996,47.72609779999999,Overcast,Daylight,Wet,2018,11,47,2,8,Block,67
1,-122.3346656,47.60968542,Clear,Dark - Street Lights On,Dry,2020,2,9,5,23,Intersection,52
1,-122.337059,47.60336573,Clear,Daylight,Dry,2019,7,29,4,16,Block,388
2,-122.3750007,47.63863517,Raining,Dusk,Wet,2018,12,49,6,15,Intersection,187
1,-122.327361,47.60840868,Overcast,Daylight,Dry,2020,1,4,6,15,Intersection,466
1,-122.3621057,47.57004013,Clear,Dark - Street Lights On,Wet,2019,9,36,6,1,Block,391
1,-122.3187624,47.60520035,Clear,Unknown,Dry,2019,5,22,4,10,Block,24
1,-122.3207804,47.61407567,Clear,Dark - Street Lights On,Dry,2019,7,28,5,2,Intersection,95
2,-122.3500339,47.66213558,Clear,Daylight,Dry,2020,3,13,0,11,Intersection,420
2,-122.3219896,47.62427075,Clear,Dusk,Dry,2019,5,21,6,20,Intersection,166
1,-122.3357264,47.61461920000001,Raining,Daylight,Wet,2019,1,2,1,12,Block,128
1,-122.3497537,47.64687976,Clear,Daylight,Dry,2019,7,28,1,17,Intersection,80
2,-122.3207987,47.61523531,Raining,Dark - Street Lights On,Wet,2018,12,50,6,2,Intersection,369
1,-122.3851437,47.57124696,Clear,Dark - Street Lights On,Dry,2019,9,35,6,21,Block,418
1,-122.3290546,47.58293662,Clear,Dark - Street Lights On,Dry,2019,1,4,3,17,Block,275
1,-122.3235502,47.62199455,Clear,Dark - Street Lights On,Dry,2019,9,36,2,22,Block,166
1,-122.3436472,47.62540798,Clear,Dark - Street Lights On,Dry,2019,7,28,5,0,Intersection,43
2,-122.3342064,47.56784879999999,Raining,Daylight,Wet,2018,11,44,4,9,Block,23
1,-122.329058,47.5850737,Clear,Daylight,Dry,2019,8,33,2,12,Block,275
2,-122.3911949,47.51802801,Clear,Daylight,Dry,2019,8,32,5,15,Intersection,109
2,-122.2931937,47.72289907,Raining,Daylight,Wet,2018,12,51,3,8,Intersection,67
2,-122.3399638,47.66934432,Clear,Daylight,Dry,2019,6,25,1,17,Intersection,262
1,-122.3028208,47.57588485,Clear,Dark - Street Lights On,Dry,2019,8,33,3,22,Block,219
1,-122.3814562,47.56110747,Clear,Daylight,Dry,2019,1,3,1,9,Intersection,434
1,-122.3489252,47.61857627,Overcast,Daylight,Wet,2018,11,48,1,9,Intersection,155
